,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,opinion_id,text,target,category,polarity,ote_start,ote_stop,ote,entity,attribute,text_cln,text_cln_lm,text_ints,target_seq,POS_tag_lists,POS_int_lists
34,34,34,34,34,1041457:0:0,"I had my eyes on this place, promising myself I will one day 'give it a try.' ",,,,,,,,,"['i', 'had', 'my', 'eyes', 'on', 'this', 'place', 'promising', 'myself', 'i', 'will', 'one', 'day', 'give', 'it', 'a', 'try']","['i', 'have', 'my', 'eye', 'on', 'this', 'place', 'promise', 'myself', 'i', 'will', 'one', 'day', 'give', 'it', 'a', 'try']","[6, 8, 25, 654, 28, 21, 22, 1948, 542, 6, 47, 53, 271, 201, 12, 5, 54]",['null'],"['LS', 'VBD', 'PRP$', 'NNS', 'IN', 'DT', 'NN', 'VBG', 'PRP', 'FW', 'MD', 'CD', 'NN', 'VBP', 'PRP', 'DT', 'NN']","[16, 8, 17, 10, 4, 3, 1, 18, 7, 15, 19, 22, 1, 12, 7, 3, 1]"
35,35,35,35,35,1041457:1:0,And I hate to say this but I doubt I will ever go back. ,,RESTAURANT#GENERAL,negative,0.0,0.0,0,RESTAURANT,GENERAL,"['and', 'i', 'hate', 'to', 'say', 'this', 'but', 'i', 'doubt', 'i', 'will', 'ever', 'go', 'back']","['and', 'i', 'hate', 'to', 'say', 'this', 'but', 'i', 'doubt', 'i', 'will', 'ever', 'go', 'back']","[4, 6, 1435, 7, 100, 21, 18, 6, 1436, 6, 47, 144, 29, 69]",['null'],"['CC', 'LS', 'NN', 'TO', 'VB', 'DT', 'CC', 'FW', 'NN', 'FW', 'MD', 'RB', 'VB', 'RB']","[6, 16, 1, 14, 9, 3, 6, 15, 1, 15, 19, 5, 9, 5]"
36,36,36,36,36,1041457:2:0,"The food is very average...the Thai fusion stuff is a bit too sweet, every thing they serve is too sweet here.",food,FOOD#QUALITY,negative,4.0,8.0,food,FOOD,QUALITY,"['the', 'food', 'is', 'very', 'average', 'the', 'thai', 'fusion', 'stuff', 'is', 'a', 'bit', 'too', 'sweet', 'every', 'thing', 'they', 'serve', 'is', 'too', 'sweet', 'here']","['the', 'food', 'be', 'very', 'average', 'the', 'thai', 'fusion', 'stuff', 'be', 'a', 'bite', 'too', 'sweet', 'every', 'thing', 'they', 'serve', 'be', 'too', 'sweet', 'here']","[2, 9, 3, 27, 121, 2, 158, 655, 388, 3, 5, 103, 68, 387, 157, 216, 33, 122, 3, 68, 387, 51]",['food'],"['DT', 'NN', 'VBZ', 'RB', 'JJ', 'DT', 'JJ', 'NN', 'NN', 'VBZ', 'DT', 'NN', 'RB', 'JJ', 'DT', 'NN', 'PRP', 'VBP', 'VBZ', 'RB', 'JJ', 'RB']","[3, 1, 11, 5, 2, 3, 2, 1, 1, 11, 3, 1, 5, 2, 3, 1, 7, 12, 11, 5, 2, 5]"
37,37,37,37,37,1041457:2:1,"The food is very average...the Thai fusion stuff is a bit too sweet, every thing they serve is too sweet here.",Thai fusion stuff,FOOD#QUALITY,negative,31.0,48.0,Thai fusion stuff,FOOD,QUALITY,"['the', 'food', 'is', 'very', 'average', 'the', 'thai', 'fusion', 'stuff', 'is', 'a', 'bit', 'too', 'sweet', 'every', 'thing', 'they', 'serve', 'is', 'too', 'sweet', 'here']","['the', 'food', 'be', 'very', 'average', 'the', 'thai', 'fusion', 'stuff', 'be', 'a', 'bite', 'too', 'sweet', 'every', 'thing', 'they', 'serve', 'be', 'too', 'sweet', 'here']","[2, 9, 3, 27, 121, 2, 158, 655, 388, 3, 5, 103, 68, 387, 157, 216, 33, 122, 3, 68, 387, 51]","['thai', 'fusion', 'stuff']","['DT', 'NN', 'VBZ', 'RB', 'JJ', 'DT', 'JJ', 'NN', 'NN', 'VBZ', 'DT', 'NN', 'RB', 'JJ', 'DT', 'NN', 'PRP', 'VBP', 'VBZ', 'RB', 'JJ', 'RB']","[3, 1, 11, 5, 2, 3, 2, 1, 1, 11, 3, 1, 5, 2, 3, 1, 7, 12, 11, 5, 2, 5]"
38,38,38,38,38,1041457:2:2,"The food is very average...the Thai fusion stuff is a bit too sweet, every thing they serve is too sweet here.",,FOOD#QUALITY,negative,0.0,0.0,0,FOOD,QUALITY,"['the', 'food', 'is', 'very', 'average', 'the', 'thai', 'fusion', 'stuff', 'is', 'a', 'bit', 'too', 'sweet', 'every', 'thing', 'they', 'serve', 'is', 'too', 'sweet', 'here']","['the', 'food', 'be', 'very', 'average', 'the', 'thai', 'fusion', 'stuff', 'be', 'a', 'bite', 'too', 'sweet', 'every', 'thing', 'they', 'serve', 'be', 'too', 'sweet', 'here']","[2, 9, 3, 27, 121, 2, 158, 655, 388, 3, 5, 103, 68, 387, 157, 216, 33, 122, 3, 68, 387, 51]",['null'],"['DT', 'NN', 'VBZ', 'RB', 'JJ', 'DT', 'JJ', 'NN', 'NN', 'VBZ', 'DT', 'NN', 'RB', 'JJ', 'DT', 'NN', 'PRP', 'VBP', 'VBZ', 'RB', 'JJ', 'RB']","[3, 1, 11, 5, 2, 3, 2, 1, 1, 11, 3, 1, 5, 2, 3, 1, 7, 12, 11, 5, 2, 5]"
39,39,39,39,39,1041457:3:0,The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree.,Grilled Chicken special with Edamame Puree,FOOD#QUALITY,positive,46.0,88.0,Grilled Chicken special with Edamame Puree,FOOD,QUALITY,"['the', 'only', 'thing', 'i', 'moderately', 'enjoyed', 'was', 'their', 'grilled', 'chicken', 'special', 'with', 'edamame', 'puree']","['the', 'only', 'thing', 'i', 'moderately', 'enjoy', 'be', 'their', 'grill', 'chicken', 'special', 'with', 'edamame', 'puree']","[2, 101, 216, 6, 1949, 138, 3, 70, 327, 108, 113, 23, 1138, 1139]","['grill', 'chicken', 'special', 'with', 'edamame', 'puree']","['DT', 'JJ', 'NN', 'FW', 'RB', 'VBN', 'VBD', 'PRP$', 'JJ', 'NN', 'JJ', 'IN', 'FW', 'FW']","[3, 2, 1, 15, 5, 13, 8, 17, 2, 1, 2, 4, 15, 15]"
40,40,40,40,40,1041457:4:0,I had never had Edamame pureed before but I thought it was innovative and tasty (could have used a bit more salt).,Edamame pureed,FOOD#QUALITY,positive,16.0,30.0,Edamame pureed,FOOD,QUALITY,"['i', 'had', 'never', 'had', 'edamame', 'pureed', 'before', 'but', 'i', 'thought', 'it', 'was', 'innovative', 'and', 'tasty', 'could', 'have', 'used', 'a', 'bit', 'more', 'salt']","['i', 'have', 'never', 'have', 'edamame', 'puree', 'before', 'but', 'i', 'think', 'it', 'be', 'innovative', 'and', 'tasty', 'could', 'have', 'use', 'a', 'bite', 'more', 'salt']","[6, 8, 64, 8, 1138, 1139, 209, 18, 6, 139, 12, 3, 825, 4, 114, 123, 8, 326, 5, 103, 55, 745]","['edamame', 'puree']","['LS', 'VBD', 'RB', 'VBN', 'NN', 'VBN', 'IN', 'CC', 'LS', 'VBD', 'PRP', 'VBD', 'JJ', 'CC', 'JJ', 'MD', 'VB', 'VBN', 'DT', 'NN', 'JJR', 'NN']","[16, 8, 5, 13, 1, 13, 4, 6, 16, 8, 7, 8, 2, 6, 2, 19, 9, 13, 3, 1, 24, 1]"
41,41,41,41,41,1041457:4:1,I had never had Edamame pureed before but I thought it was innovative and tasty (could have used a bit more salt).,Edamame pureed,FOOD#STYLE_OPTIONS,positive,16.0,30.0,Edamame pureed,FOOD,STYLE_OPTIONS,"['i', 'had', 'never', 'had', 'edamame', 'pureed', 'before', 'but', 'i', 'thought', 'it', 'was', 'innovative', 'and', 'tasty', 'could', 'have', 'used', 'a', 'bit', 'more', 'salt']","['i', 'have', 'never', 'have', 'edamame', 'puree', 'before', 'but', 'i', 'think', 'it', 'be', 'innovative', 'and', 'tasty', 'could', 'have', 'use', 'a', 'bite', 'more', 'salt']","[6, 8, 64, 8, 1138, 1139, 209, 18, 6, 139, 12, 3, 825, 4, 114, 123, 8, 326, 5, 103, 55, 745]","['edamame', 'puree']","['LS', 'VBD', 'RB', 'VBN', 'NN', 'VBN', 'IN', 'CC', 'LS', 'VBD', 'PRP', 'VBD', 'JJ', 'CC', 'JJ', 'MD', 'VB', 'VBN', 'DT', 'NN', 'JJR', 'NN']","[16, 8, 5, 13, 1, 13, 4, 6, 16, 8, 7, 8, 2, 6, 2, 19, 9, 13, 3, 1, 24, 1]"
42,42,42,42,42,1041457:5:0,"Anyways, if you are in the neighborhood to eat good food, I would not waste my time trying to find something, rather go across the street to Tamari.",,,,,,,,,"['anyways', 'if', 'you', 'are', 'in', 'the', 'neighborhood', 'to', 'eat', 'good', 'food', 'i', 'would', 'not', 'waste', 'my', 'time', 'trying', 'to', 'find', 'something', 'rather', 'go', 'across', 'the', 'street', 'to', 'tamari']","['anyways', 'if', 'you', 'be', 'in', 'the', 'neighborhood', 'to', 'eat', 'good', 'food', 'i', 'would', 'not', 'waste', 'my', 'time', 'try', 'to', 'find', 'something', 'rather', 'go', 'across', 'the', 'street', 'to', 'tamari']","[1950, 42, 16, 3, 15, 2, 316, 7, 57, 20, 9, 6, 43, 13, 505, 25, 41, 54, 7, 151, 506, 328, 29, 656, 2, 473, 7, 1951]",['null'],"['RB', 'IN', 'PRP', 'VBP', 'IN', 'DT', 'NN', 'TO', 'VB', 'JJ', 'NN', 'FW', 'MD', 'RB', 'VB', 'PRP$', 'NN', 'VBG', 'TO', 'VB', 'NN', 'RB', 'VBP', 'IN', 'DT', 'NN', 'TO', 'VB']","[5, 4, 7, 12, 4, 3, 1, 14, 9, 2, 1, 15, 19, 5, 9, 17, 1, 18, 14, 9, 1, 5, 12, 4, 3, 1, 14, 9]"
43,43,43,43,43,1041457:6:0,"The decor is night tho...but they REALLY need to clean that vent in the ceiling...its quite un-appetizing, and kills your effort to make this place look sleek and modern.",place,AMBIENCE#GENERAL,negative,142.0,147.0,place,AMBIENCE,GENERAL,"['the', 'decor', 'is', 'night', 'tho', 'but', 'they', 'really', 'need', 'to', 'clean', 'that', 'vent', 'in', 'the', 'ceiling', 'its', 'quite', 'un', 'appetizing', 'and', 'kills', 'your', 'effort', 'to', 'make', 'this', 'place', 'look', 'sleek', 'and', 'modern']","['the', 'decor', 'be', 'night', 'tho', 'but', 'they', 'really', 'need', 'to', 'clean', 'that', 'vent', 'in', 'the', 'ceiling', 'its', 'quite', 'un', 'appetizing', 'and', 'kill', 'your', 'effort', 'to', 'make', 'this', 'place', 'look', 'sleek', 'and', 'modern']","[2, 87, 3, 142, 952, 18, 33, 72, 202, 7, 329, 24, 1140, 15, 2, 826, 168, 257, 1141, 589, 4, 1142, 49, 827, 7, 39, 21, 22, 127, 746, 4, 590]",['place'],"['DT', 'NN', 'VBZ', 'NN', 'NN', 'CC', 'PRP', 'RB', 'VBP', 'TO', 'VB', 'DT', 'VB', 'IN', 'DT', 'NN', 'PRP$', 'RB', 'JJ', 'JJ', 'CC', 'VBZ', 'PRP$', 'NN', 'TO', 'VB', 'DT', 'NN', 'VBP', 'JJ', 'CC', 'JJ']","[3, 1, 11, 1, 1, 6, 7, 5, 12, 14, 9, 3, 9, 4, 3, 1, 17, 5, 2, 2, 6, 11, 17, 1, 14, 9, 3, 1, 12, 2, 6, 2]"
44,44,44,44,44,1041457:6:1,"The decor is night tho...but they REALLY need to clean that vent in the ceiling...its quite un-appetizing, and kills your effort to make this place look sleek and modern.",decor,AMBIENCE#GENERAL,positive,4.0,9.0,decor,AMBIENCE,GENERAL,"['the', 'decor', 'is', 'night', 'tho', 'but', 'they', 'really', 'need', 'to', 'clean', 'that', 'vent', 'in', 'the', 'ceiling', 'its', 'quite', 'un', 'appetizing', 'and', 'kills', 'your', 'effort', 'to', 'make', 'this', 'place', 'look', 'sleek', 'and', 'modern']","['the', 'decor', 'be', 'night', 'tho', 'but', 'they', 'really', 'need', 'to', 'clean', 'that', 'vent', 'in', 'the', 'ceiling', 'its', 'quite', 'un', 'appetizing', 'and', 'kill', 'your', 'effort', 'to', 'make', 'this', 'place', 'look', 'sleek', 'and', 'modern']","[2, 87, 3, 142, 952, 18, 33, 72, 202, 7, 329, 24, 1140, 15, 2, 826, 168, 257, 1141, 589, 4, 1142, 49, 827, 7, 39, 21, 22, 127, 746, 4, 590]",['decor'],"['DT', 'NN', 'VBZ', 'NN', 'NN', 'CC', 'PRP', 'RB', 'VBP', 'TO', 'VB', 'DT', 'VB', 'IN', 'DT', 'NN', 'PRP$', 'RB', 'JJ', 'JJ', 'CC', 'VBZ', 'PRP$', 'NN', 'TO', 'VB', 'DT', 'NN', 'VBP', 'JJ', 'CC', 'JJ']","[3, 1, 11, 1, 1, 6, 7, 5, 12, 14, 9, 3, 9, 4, 3, 1, 17, 5, 2, 2, 6, 11, 17, 1, 14, 9, 3, 1, 12, 2, 6, 2]"
45,45,45,45,45,1041457:6:2,"The decor is night tho...but they REALLY need to clean that vent in the ceiling...its quite un-appetizing, and kills your effort to make this place look sleek and modern.",vent,AMBIENCE#GENERAL,negative,60.0,64.0,vent,AMBIENCE,GENERAL,"['the', 'decor', 'is', 'night', 'tho', 'but', 'they', 'really', 'need', 'to', 'clean', 'that', 'vent', 'in', 'the', 'ceiling', 'its', 'quite', 'un', 'appetizing', 'and', 'kills', 'your', 'effort', 'to', 'make', 'this', 'place', 'look', 'sleek', 'and', 'modern']","['the', 'decor', 'be', 'night', 'tho', 'but', 'they', 'really', 'need', 'to', 'clean', 'that', 'vent', 'in', 'the', 'ceiling', 'its', 'quite', 'un', 'appetizing', 'and', 'kill', 'your', 'effort', 'to', 'make', 'this', 'place', 'look', 'sleek', 'and', 'modern']","[2, 87, 3, 142, 952, 18, 33, 72, 202, 7, 329, 24, 1140, 15, 2, 826, 168, 257, 1141, 589, 4, 1142, 49, 827, 7, 39, 21, 22, 127, 746, 4, 590]",['vent'],"['DT', 'NN', 'VBZ', 'NN', 'NN', 'CC', 'PRP', 'RB', 'VBP', 'TO', 'VB', 'DT', 'VB', 'IN', 'DT', 'NN', 'PRP$', 'RB', 'JJ', 'JJ', 'CC', 'VBZ', 'PRP$', 'NN', 'TO', 'VB', 'DT', 'NN', 'VBP', 'JJ', 'CC', 'JJ']","[3, 1, 11, 1, 1, 6, 7, 5, 12, 14, 9, 3, 9, 4, 3, 1, 17, 5, 2, 2, 6, 11, 17, 1, 14, 9, 3, 1, 12, 2, 6, 2]"
46,46,46,46,46,1053543:0:0,We ate outside at Haru's Sake bar because Haru's restaurant next door was overflowing.,,,,,,,,,"['we', 'ate', 'outside', 'at', 'haru', 's', 'sake', 'bar', 'because', 'haru', 's', 'restaurant', 'next', 'door', 'was', 'overflowing']","['we', 'eat', 'outside', 'at', 'haru', 's', 'sake', 'bar', 'because', 'haru', 's', 'restaurant', 'next', 'door', 'be', 'overflow']","[10, 57, 389, 30, 1143, 88, 239, 176, 137, 1143, 88, 36, 364, 1437, 3, 1952]",['null'],"['PRP', 'VBD', 'JJ', 'IN', 'NN', 'NN', 'NN', 'NN', 'IN', 'NN', 'NN', 'NN', 'JJ', 'NN', 'VBD', 'VBG']","[7, 8, 2, 4, 1, 1, 1, 1, 4, 1, 1, 1, 2, 1, 8, 18]"
47,47,47,47,47,1053543:1:0,what is the difference between the two?,,,,,,,,,"['what', 'is', 'the', 'difference', 'between', 'the', 'two']","['what', 'be', 'the', 'difference', 'between', 'the', 'two']","[76, 3, 2, 1438, 1144, 2, 129]",['null'],"['WP', 'VBZ', 'DT', 'NN', 'IN', 'DT', 'CD']","[25, 11, 3, 1, 4, 3, 22]"
48,48,48,48,48,1053543:2:0,"Their sake list was extensive, but we we are looking for Purple Haze, which was not listed but made for us upon request!",sake list,DRINKS#STYLE_OPTIONS,positive,6.0,15.0,sake list,DRINKS,STYLE_OPTIONS,"['their', 'sake', 'list', 'was', 'extensive', 'but', 'we', 'we', 'are', 'looking', 'for', 'purple', 'haze', 'which', 'was', 'not', 'listed', 'but', 'made', 'for', 'us', 'upon', 'request']","['their', 'sake', 'list', 'be', 'extensive', 'but', 'we', 'we', 'be', 'look', 'for', 'purple', 'haze', 'which', 'be', 'not', 'list', 'but', 'make', 'for', 'us', 'upon', 'request']","[70, 239, 136, 3, 411, 18, 10, 10, 3, 127, 14, 1439, 1440, 46, 3, 13, 136, 18, 39, 14, 83, 507, 437]","['sake', 'list']","['PRP$', 'NN', 'NN', 'VBD', 'JJ', 'CC', 'PRP', 'PRP', 'VBP', 'VBG', 'IN', 'JJ', 'NN', 'WDT', 'VBD', 'RB', 'VBN', 'CC', 'VBN', 'IN', 'PRP', 'IN', 'NN']","[17, 1, 1, 8, 2, 6, 7, 7, 12, 18, 4, 2, 1, 20, 8, 5, 13, 6, 13, 4, 7, 4, 1]"
49,49,49,49,49,1053543:2:1,"Their sake list was extensive, but we we are looking for Purple Haze, which was not listed but made for us upon request!",,SERVICE#GENERAL,positive,0.0,0.0,0,SERVICE,GENERAL,"['their', 'sake', 'list', 'was', 'extensive', 'but', 'we', 'we', 'are', 'looking', 'for', 'purple', 'haze', 'which', 'was', 'not', 'listed', 'but', 'made', 'for', 'us', 'upon', 'request']","['their', 'sake', 'list', 'be', 'extensive', 'but', 'we', 'we', 'be', 'look', 'for', 'purple', 'haze', 'which', 'be', 'not', 'list', 'but', 'make', 'for', 'us', 'upon', 'request']","[70, 239, 136, 3, 411, 18, 10, 10, 3, 127, 14, 1439, 1440, 46, 3, 13, 136, 18, 39, 14, 83, 507, 437]",['null'],"['PRP$', 'NN', 'NN', 'VBD', 'JJ', 'CC', 'PRP', 'PRP', 'VBP', 'VBG', 'IN', 'JJ', 'NN', 'WDT', 'VBD', 'RB', 'VBN', 'CC', 'VBN', 'IN', 'PRP', 'IN', 'NN']","[17, 1, 1, 8, 2, 6, 7, 7, 12, 18, 4, 2, 1, 20, 8, 5, 13, 6, 13, 4, 7, 4, 1]"
50,50,50,50,50,1053543:3:0,"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!",spicy tuna roll,FOOD#QUALITY,positive,4.0,19.0,spicy tuna roll,FOOD,QUALITY,"['the', 'spicy', 'tuna', 'roll', 'was', 'unusually', 'good', 'and', 'the', 'rock', 'shrimp', 'tempura', 'was', 'awesome', 'great', 'appetizer', 'to', 'share']","['the', 'spicy', 'tuna', 'roll', 'be', 'unusually', 'good', 'and', 'the', 'rock', 'shrimp', 'tempura', 'be', 'awesome', 'great', 'appetizer', 'to', 'share']","[2, 258, 299, 97, 3, 1441, 20, 4, 2, 747, 229, 412, 3, 413, 17, 240, 7, 297]","['spicy', 'tuna', 'roll']","['DT', 'JJ', 'NN', 'NN', 'VBD', 'RB', 'JJ', 'CC', 'DT', 'NN', 'NN', 'NN', 'VBD', 'JJ', 'JJ', 'NN', 'TO', 'VB']","[3, 2, 1, 1, 8, 5, 2, 6, 3, 1, 1, 1, 8, 2, 2, 1, 14, 9]"
51,51,51,51,51,1053543:3:1,"The spicy tuna roll was unusually good and the rock shrimp tempura was awesome, great appetizer to share!",rock shrimp tempura,FOOD#QUALITY,positive,47.0,66.0,rock shrimp tempura,FOOD,QUALITY,"['the', 'spicy', 'tuna', 'roll', 'was', 'unusually', 'good', 'and', 'the', 'rock', 'shrimp', 'tempura', 'was', 'awesome', 'great', 'appetizer', 'to', 'share']","['the', 'spicy', 'tuna', 'roll', 'be', 'unusually', 'good', 'and', 'the', 'rock', 'shrimp', 'tempura', 'be', 'awesome', 'great', 'appetizer', 'to', 'share']","[2, 258, 299, 97, 3, 1441, 20, 4, 2, 747, 229, 412, 3, 413, 17, 240, 7, 297]","['rock', 'shrimp', 'tempura']","['DT', 'JJ', 'NN', 'NN', 'VBD', 'RB', 'JJ', 'CC', 'DT', 'NN', 'NN', 'NN', 'VBD', 'JJ', 'JJ', 'NN', 'TO', 'VB']","[3, 2, 1, 1, 8, 5, 2, 6, 3, 1, 1, 1, 8, 2, 2, 1, 14, 9]"
52,52,52,52,52,1053543:4:0,We went around 9:30 on a Friday and it had died down a bit by then so the service was great!,service,SERVICE#GENERAL,positive,74.0,81.0,service,SERVICE,GENERAL,"['we', 'went', 'around', 'on', 'a', 'friday', 'and', 'it', 'had', 'died', 'down', 'a', 'bit', 'by', 'then', 'so', 'the', 'service', 'was', 'great']","['we', 'go', 'around', 'on', 'a', 'friday', 'and', 'it', 'have', 'die', 'down', 'a', 'bite', 'by', 'then', 'so', 'the', 'service', 'be', 'great']","[10, 29, 181, 28, 5, 1145, 4, 12, 8, 476, 230, 5, 103, 66, 265, 31, 2, 19, 3, 17]",['service'],"['PRP', 'VBD', 'RB', 'IN', 'DT', 'NNP', 'CC', 'PRP', 'VBD', 'VBN', 'RP', 'DT', 'NN', 'IN', 'RB', 'IN', 'DT', 'NN', 'VBD', 'JJ']","[7, 8, 5, 4, 3, 30, 6, 7, 8, 13, 23, 3, 1, 4, 5, 4, 3, 1, 8, 2]"
53,53,53,53,53,1055910:0:0,we love th pink pony.,pink pony,RESTAURANT#GENERAL,positive,11.0,20.0,pink pony,RESTAURANT,GENERAL,"['we', 'love', 'th', 'pink', 'pony']","['we', 'love', 'th', 'pink', 'pony']","[10, 104, 543, 1953, 1954]","['pink', 'pony']","['PRP', 'VBP', 'DT', 'JJ', 'NN']","[7, 12, 3, 2, 1]"
54,54,54,54,54,1055910:1:0,THe perfect spot.,spot,RESTAURANT#GENERAL,positive,12.0,16.0,spot,RESTAURANT,GENERAL,"['the', 'perfect', 'spot']","['the', 'perfect', 'spot']","[2, 231, 182]",['spot'],"['DT', 'JJ', 'NN']","[3, 2, 1]"
55,55,55,55,55,1055910:2:0,Food-awesome.,Food,FOOD#QUALITY,positive,0.0,4.0,Food,FOOD,QUALITY,"['food', 'awesome']","['food', 'awesome']","[9, 413]",['food'],"['NN', 'JJ']","[1, 2]"
56,56,56,56,56,1055910:3:0,Service- friendly and attentive.,Service,SERVICE#GENERAL,positive,0.0,7.0,Service,SERVICE,GENERAL,"['service', 'friendly', 'and', 'attentive']","['service', 'friendly', 'and', 'attentive']","[19, 102, 4, 183]",['service'],"['NN', 'JJ', 'CC', 'JJ']","[1, 2, 6, 2]"
57,57,57,57,57,1055910:4:0,Ambiance- relaxed and stylish.,Ambiance,AMBIENCE#GENERAL,positive,0.0,8.0,Ambiance,AMBIENCE,GENERAL,"['ambiance', 'relaxed', 'and', 'stylish']","['ambiance', 'relax', 'and', 'stylish']","[443, 272, 4, 1955]",['ambiance'],"['NN', 'VBD', 'CC', 'JJ']","[1, 8, 6, 2]"
58,58,58,58,58,1055910:5:0,"do not judge this place prima facie, you have to try it to believe it, a home away from home for the literate heart.",place,RESTAURANT#GENERAL,positive,17.0,22.0,place,RESTAURANT,GENERAL,"['do', 'not', 'judge', 'this', 'place', 'prima', 'facie', 'you', 'have', 'to', 'try', 'it', 'to', 'believe', 'it', 'a', 'home', 'away', 'from', 'home', 'for', 'the', 'literate', 'heart']","['do', 'not', 'judge', 'this', 'place', 'prima', 'facie', 'you', 'have', 'to', 'try', 'it', 'to', 'believe', 'it', 'a', 'home', 'away', 'from', 'home', 'for', 'the', 'literate', 'heart']","[26, 13, 1129, 21, 22, 1956, 1957, 16, 8, 7, 54, 12, 7, 544, 12, 5, 330, 227, 60, 330, 14, 2, 1958, 1959]",['place'],"['VB', 'RB', 'VB', 'DT', 'NN', 'NN', 'NN', 'PRP', 'VBP', 'TO', 'VB', 'PRP', 'TO', 'VB', 'PRP', 'DT', 'NN', 'RB', 'IN', 'NN', 'IN', 'DT', 'JJ', 'NN']","[9, 5, 9, 3, 1, 1, 1, 7, 12, 14, 9, 7, 14, 9, 7, 3, 1, 5, 4, 1, 4, 3, 2, 1]"
59,59,59,59,59,1058221:0:0,"i have eaten here a handful of times, for no reason besides sheer convenience.",,,,,,,,,"['i', 'have', 'eaten', 'here', 'a', 'handful', 'of', 'times', 'for', 'no', 'reason', 'besides', 'sheer', 'convenience']","['i', 'have', 'eat', 'here', 'a', 'handful', 'of', 'time', 'for', 'no', 'reason', 'besides', 'sheer', 'convenience']","[6, 8, 57, 51, 5, 1960, 11, 41, 14, 75, 477, 1442, 1961, 1443]",['null'],"['LS', 'VBP', 'VBN', 'RB', 'DT', 'NN', 'IN', 'NNS', 'IN', 'DT', 'NN', 'IN', 'JJ', 'NN']","[16, 12, 13, 5, 3, 1, 4, 10, 4, 3, 1, 4, 2, 1]"
60,60,60,60,60,1058221:1:0,"(i hang out, and live, in the neighborhood..) ",,,,,,,,,"['i', 'hang', 'out', 'and', 'live', 'in', 'the', 'neighborhood']","['i', 'hang', 'out', 'and', 'live', 'in', 'the', 'neighborhood']","[6, 657, 65, 4, 177, 15, 2, 316]",['null'],"['LS', 'VB', 'RP', 'CC', 'VBP', 'IN', 'DT', 'NN']","[16, 9, 23, 6, 12, 4, 3, 1]"
61,61,61,61,61,1058221:2:0,the food is decent.,food,FOOD#QUALITY,neutral,4.0,8.0,food,FOOD,QUALITY,"['the', 'food', 'is', 'decent']","['the', 'food', 'be', 'decent']","[2, 9, 3, 444]",['food'],"['DT', 'NN', 'VBZ', 'JJ']","[3, 1, 11, 2]"
62,62,62,62,62,1058221:3:0,"however, it is the service that leaves a bad taste in my mouth.",service,SERVICE#GENERAL,negative,18.0,25.0,service,SERVICE,GENERAL,"['however', 'it', 'is', 'the', 'service', 'that', 'leaves', 'a', 'bad', 'taste', 'in', 'my', 'mouth']","['however', 'it', 'be', 'the', 'service', 'that', 'leave', 'a', 'bad', 'taste', 'in', 'my', 'mouth']","[145, 12, 3, 2, 19, 24, 217, 5, 109, 111, 15, 25, 828]",['service'],"['RB', 'PRP', 'VBZ', 'DT', 'NN', 'WDT', 'VBZ', 'DT', 'JJ', 'NN', 'IN', 'PRP$', 'NN']","[5, 7, 11, 3, 1, 20, 11, 3, 2, 1, 4, 17, 1]"
63,63,63,63,63,1058221:4:0,"i happen to have a policy that goes along with a little bit of self-respect, which includes not letting a waiter intimidate me, i.e. make me feel bad asking for trivialities like water, or the check.",waiter,SERVICE#GENERAL,negative,106.0,112.0,waiter,SERVICE,GENERAL,"['i', 'happen', 'to', 'have', 'a', 'policy', 'that', 'goes', 'along', 'with', 'a', 'little', 'bit', 'of', 'self', 'respect', 'which', 'includes', 'not', 'letting', 'a', 'waiter', 'intimidate', 'me', 'i', 'e', 'make', 'me', 'feel', 'bad', 'asking', 'for', 'trivialities', 'like', 'water', 'or', 'the', 'check']","['i', 'happen', 'to', 'have', 'a', 'policy', 'that', 'go', 'along', 'with', 'a', 'little', 'bite', 'of', 'self', 'respect', 'which', 'include', 'not', 'let', 'a', 'waiter', 'intimidate', 'me', 'i', 'e', 'make', 'me', 'feel', 'bad', 'ask', 'for', 'trivialities', 'like', 'water', 'or', 'the', 'check']","[6, 658, 7, 8, 5, 1962, 24, 29, 829, 23, 5, 110, 103, 11, 953, 1444, 46, 221, 13, 830, 5, 169, 1963, 86, 6, 1445, 39, 86, 105, 109, 126, 14, 1964, 37, 414, 44, 2, 415]",['waiter'],"['LS', 'VB', 'TO', 'VB', 'DT', 'NN', 'WDT', 'VBZ', 'IN', 'IN', 'DT', 'JJ', 'NN', 'IN', 'NN', 'NN', 'WDT', 'VBZ', 'RB', 'VBG', 'DT', 'NN', 'VB', 'PRP', 'FW', 'LS', 'VB', 'PRP', 'VB', 'JJ', 'NN', 'IN', 'NNS', 'IN', 'NN', 'CC', 'DT', 'NN']","[16, 9, 14, 9, 3, 1, 20, 11, 4, 4, 3, 2, 1, 4, 1, 1, 20, 11, 5, 18, 3, 1, 9, 7, 15, 16, 9, 7, 9, 2, 1, 4, 10, 4, 1, 6, 3, 1]"
